time,voltage,current,capacity,temp,cycle
2019-11-21 13:37:04,3.7153889918071843,0.5222136270738206,2848.667182375571,25.079766818648217,0
2019-11-21 13:38:03,3.7153889918071843,0.5545617513604965,2815.393477293941,25.16196635178607,0
2019-11-21 13:39:03,3.7153889918071843,0.5490832222653033,2782.4484839580227,25.23439714744164,0
2019-11-21 13:40:02,3.7153889918071843,0.44755858142339616,2755.594969072619,25.269972269733046,0
2019-11-21 13:41:02,3.7153889918071843,0.48722688154117105,2726.3613561801485,25.312991540661976,0
2019-11-21 13:42:03,3.7153889918071843,0.5035439012996695,2696.1487221021684,25.35657637162707,0
2019-11-21 13:43:02,3.7153889918071843,0.5352585883179436,2664.0332068030916,25.405646493008764,0
2019-11-21 13:44:00,3.7153889918071843,0.47739529280558596,2635.3894892347566,25.432583221108,0
2019-11-21 13:45:00,3.700226497610858,0.5210138518950458,2604.128658121054,25.469791600453,0
2019-11-21 13:45:58,3.700226497610858,0.5174480466465827,2573.081775322259,25.50227276882792,0
2019-11-21 13:46:58,3.700226497610858,0.4937981097658292,2543.453888736309,25.524481014471117,0
2019-11-21 13:47:58,3.700226497610858,0.4935506387876984,2513.840850409047,25.54444553804196,0
2019-11-21 13:48:58,3.690533236326688,0.5543721801769526,2480.57851959843,25.581416885121534,0
2019-11-21 13:49:59,3.690533236326688,0.4136825455851361,2455.7575668633217,25.574237582796002,0
2019-11-21 13:51:00,3.690533236326688,0.5416420517339957,2423.259043759282,25.604159958918398,0
2019-11-21 13:51:58,3.690533236326688,0.5596662827094981,2389.679066796712,25.637086398667893,0
2019-11-21 13:52:59,3.690533236326688,0.46072807408594807,2362.035382351555,25.63669945770981,0
2019-11-21 13:53:58,3.6783303832252363,0.5063182866413852,2331.656285153072,25.649502002118563,0
2019-11-21 13:54:59,3.6418077064756464,0.5099944670828186,2301.056617128103,25.66216953729537,0
2019-11-21 13:55:57,3.634586632095481,0.5296759364539148,2269.276060940868,25.679709515414306,0
2019-11-21 13:56:58,3.6276287275333177,0.5027822852794868,2239.109123824099,25.68724708291652,0
2019-11-21 13:57:56,3.6276287275333177,0.5203083080926204,2207.8906253385417,25.699405673540927,0
2019-11-21 13:58:55,3.6276287275333177,0.4623374462274894,2180.1503785648924,25.69335305124884,0
2019-11-21 13:59:56,3.6276287275333177,0.47203158892093844,2151.8284832296363,25.69060046726307,0
2019-11-21 14:00:57,3.6276287275333177,0.4793104446995404,2123.0698565476637,25.69018657255412,0
2019-11-21 14:01:58,3.6276287275333177,0.5406967813845898,2090.628049664588,25.708522241260926,0
2019-11-21 14:02:59,3.6276287275333177,0.5095306213733309,2060.0562123821883,25.71528828020564,0
2019-11-21 14:03:57,3.6276287275333177,0.5146001312876479,2029.1802045049294,25.722946489531846,0
2019-11-21 14:04:57,3.6276287275333177,0.4548689709577278,2001.8880662474658,25.712537482851523,0
2019-11-21 14:05:58,3.6051588631460185,0.4990006395491866,1971.9480278745145,25.715736276462405,0
2019-11-21 14:06:56,3.571866700332485,0.49537986114010735,1942.225236206108,25.717545913199583,0
2019-11-21 14:07:54,3.4887590128779413,0.5291887127938792,1910.4739134384754,25.72953765662611,0
2019-11-21 14:08:54,3.4887590128779413,0.5423255606794805,1877.9343797977065,25.744572418990284,0
2019-11-21 14:09:55,3.4887590128779413,0.5113464612238323,1847.2535921242766,25.74837495168272,0
2019-11-21 14:10:54,3.4887590128779413,0.4980040599242516,1817.3733485288215,25.747775238482046,0
2019-11-21 14:11:53,3.4887590128779413,0.5435792847242832,1784.7585914453643,25.761443461083154,0
2019-11-21 14:12:51,3.4887590128779413,0.5103132970724247,1754.139793621019,25.763283697756748,0
2019-11-21 14:13:51,3.4887590128779413,0.46711902806169814,1726.112651937317,25.752300702598244,0
2019-11-21 14:14:49,3.4887590128779413,0.49161567571704307,1696.6157113942943,25.749424785137926,0
2019-11-21 14:15:50,3.4887590128779413,0.49389899591796876,1666.9817716392163,25.747503617740865,0
2019-11-21 14:16:51,3.4887590128779413,0.49258122243345576,1637.426898293209,25.74538110921486,0
2019-11-21 14:17:51,3.4887590128779413,0.5297935393482285,1605.6392859323153,25.754853247787246,0
2019-11-21 14:18:52,3.44882801827722,0.46421779292255194,1577.786218356962,25.74388726244861,0
2019-11-21 14:19:53,3.425107848572143,0.5325293744115209,1545.8344558922709,25.75437475157185,0
2019-11-21 14:20:51,3.38921540237861,0.4956958223168096,1516.0927065532624,25.752502139243074,0
2019-11-21 14:21:52,3.3816519792820987,0.5105971299534836,1485.4568787560534,25.755301666216543,0
2019-11-21 14:22:51,3.352396947182679,0.48258919106826614,1456.5015272919575,25.749499555906745,0
2019-11-21 14:23:50,3.352396947182679,0.4885864810364684,1427.1863384297694,25.746008650236234,0
2019-11-21 14:24:51,3.352396947182679,0.49124351264826394,1397.7117276708736,25.74363835724619,0
2019-11-21 14:25:52,3.352396947182679,0.4976756259721766,1367.851190112543,25.74340354251282,0
2019-11-21 14:26:52,3.352396947182679,0.48207236454438573,1338.92684823988,25.73861634334043,0
2019-11-21 14:27:52,3.352396947182679,0.48143741771579135,1310.0406031769326,25.734114482860527,0
2019-11-21 14:28:50,3.352396947182679,0.5272537086131999,1278.4053806601405,25.74388070155233,0
2019-11-21 14:29:50,3.352396947182679,0.5053514816562331,1248.0842917607665,25.745926504602927,0
2019-11-21 14:30:48,3.3154941567981013,0.5894041437616653,1212.7200431350666,25.775314536450395,0
2019-11-21 14:31:46,3.3154941567981013,0.4934687368972387,1183.1119189212322,25.770735694950183,0
2019-11-21 14:32:45,3.3154941567981013,0.49741424279802865,1153.2670643533506,25.767775468182304,0
2019-11-21 14:33:46,3.3154941567981013,0.516040526277755,1122.3046327766854,25.770758403404116,0
2019-11-21 14:34:47,3.3154941567981013,0.5042159805018245,1092.0516739465759,25.76983669743563,0
2019-11-21 14:35:47,3.3002549968708075,0.49306111659988544,1062.4680069505828,25.76567281162188,0
2019-11-21 14:36:47,3.257921171792776,0.5419493390206188,1029.9510466093457,25.777070397597157,0
2019-11-21 14:37:48,3.1984440343419203,0.4920818472974294,1000.4261357715,25.771910426214347,0
2019-11-21 14:38:49,3.1984440343419203,0.45652660697633707,973.0345393529198,25.7571514856449,0
2019-11-21 14:39:49,3.1984440343419203,0.46613981083511813,945.0661507028127,25.746495676390733,0
2019-11-21 14:40:48,3.1984440343419203,0.4986871186995574,915.1449235808393,25.74628334644505,0
2019-11-21 14:41:49,3.1984440343419203,0.5116103443920202,884.4483029173181,25.749999730631025,0
2019-11-21 14:42:50,3.1984440343419203,0.5063059118883523,854.0699482040169,25.75173715559417,0
2019-11-21 14:43:50,3.1984440343419203,0.4813290995475089,825.1902022311664,25.745920180678947,0
2019-11-21 14:44:49,3.1984440343419203,0.46643583192112775,797.2040523158987,25.736447507062294,0
2019-11-21 14:45:47,3.1691934925406486,0.5454212133623375,764.4787795141584,25.751817689815738,0
2019-11-21 14:46:45,3.064707891245157,0.4983992079558936,734.5748270368048,25.75099948704661,0
2019-11-21 14:47:43,2.8250070680728148,0.5131418428913386,703.7863164633245,25.754725518025964,0
2019-11-21 14:48:42,2.765851696540463,0.4819923816658121,674.8667735633758,25.748807425281136,0
2019-11-21 14:49:40,2.3454349471767477,0.5484905486403866,641.9573406449526,25.763980750386036,0
2019-11-21 14:50:41,2.3454349471767477,0.5040312089887868,611.7154681056254,25.763665033832655,0
2019-11-21 14:51:42,2.3454349471767477,0.5310582594386479,579.8519725393065,25.771758165273255,0
2019-11-21 14:52:41,2.3454349471767477,0.5107257232206223,549.2084291460692,25.77271799094601,0
2019-11-21 14:53:40,2.3357495312413317,0.4800847812253883,520.4033422725458,25.76448964601453,0
2019-11-21 14:54:40,2.3357495312413317,0.5032324371097923,490.20939604595833,25.763883280724944,0
2019-11-21 14:55:39,2.265544152600694,0.4628306412340646,462.43955757191446,25.75164721934223,0
2019-11-21 14:56:40,2.2492822894638307,0.48182845609057395,433.52985020648003,25.74598302791811,0
2019-11-21 14:57:39,2.21255360703766,0.4653569798029985,405.60843141830014,25.736203305910824,0
2019-11-21 14:58:37,1.6232162711248477,0.5128485764845687,374.83751682922605,25.741282814712996,0
2019-11-21 14:59:35,1.5859612531236125,0.44840174423817847,347.9334121749353,25.72732708526042,0
2019-11-21 15:00:36,1.5859612531236125,0.5058910548606408,317.5799488832969,25.731152306451754,0
2019-11-21 15:01:36,1.5733134582101922,0.48353520091049873,288.56783682866694,25.727986445886273,0
2019-11-21 15:02:37,1.5733134582101922,0.44766128877624406,261.7081595020923,25.715137102826304,0
2019-11-21 15:03:36,1.5663117181202169,0.5434180102662215,229.10307888611902,25.731927383617005,0
2019-11-21 15:04:34,1.5663117181202169,0.4970989275784987,199.2771432314091,25.732665153361083,0
2019-11-21 15:05:35,1.5451005526603814,0.5739144446512602,164.8422765523335,25.75794537988964,0
2019-11-21 15:06:35,1.5298911787010077,0.48381172515963,135.81357304275568,25.75223836520653,0
2019-11-21 15:07:33,1.5298911787010077,0.48752694684286524,106.56195623218376,25.748170021360334,0
2019-11-21 15:08:32,1.4563257743592692,0.46996221769777907,78.36422317031702,25.739465332617634,0
2019-11-21 15:09:31,1.4563257743592692,0.5372431064065654,46.1296367859231,25.751892416350454,0
2019-11-21 15:10:32,1.4563257743592692,0.4883382386166277,16.829342468925436,25.748094918779408,0
2019-11-21 15:11:31,1.4563257743592692,0.0,-12.595431246937334,25.67328542690147,0
2019-11-21 15:12:31,1.5298911787010077,-2.013133157792431,108.19255822060852,26.81626146089496,0
